"id","gender","a0p","a1p","a2p","a3p","a4p","a5p","a6p","a7p","a8p","a9p","a10p","a100p","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","a0t","a1t","a2t","a3t","a4t","a5t","a6t","a7t","a8t","a9t","a10t","a100t","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","q1t1","q1t2","q1t3","q2t","q3t","q4t1","q4t2","q5t","q6t1","q6t2","q7t","q8t","q9t","q10t","q11t1","q11t2","q12t","q13t","q14t1","q14t2","q15t1","q15t2","q16t1","q16t2","q17t1","q17t2","q18t1","q18t2"
"706","f","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0",NULL,"0","1","0","0","1","0","0","0","1","0","0","1","1","1","1","1","1","1","2","3","2","1","1","1","1","1","0","1","0",NULL,"0","1","0","0","1","0","0","0","1","0","0","1","1","1","4","3","1","1","1",NULL,NULL,"1","1","1","1","1","1","2","3","2","0","1","1","1","3","1","3","2","3","2","3","2"
"707","f","1","0","1","1","0","1",NULL,"1","1",NULL,"0","1","1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","1","1","1","1","1","3",NULL,"1","1",NULL,"4","1","1","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","2","1","3","1","4","2","2","0","2","3","1","2","4","1","2","3","1","0","2","3","2","1","2","3","2","3","1","3"
"708","f","0","1","0","1","0","0","0","0",NULL,"1","1","0",NULL,"1","1",NULL,"1",NULL,"0","0","1","0",NULL,"0","1","0",NULL,"1","1",NULL,"1","1","1","1","4","1","1","1",NULL,"1","1","0",NULL,"1","1",NULL,"1",NULL,"0","0","1","0",NULL,"0","1","0",NULL,"1","1",NULL,NULL,NULL,NULL,"2","2",NULL,NULL,"2",NULL,NULL,"2","0","2","3",NULL,NULL,"0","2","1","2",NULL,NULL,"3","2","3","2",NULL,NULL
"709","f",NULL,"1","0","1","0","1",NULL,NULL,"1","0","1","1",NULL,NULL,"0",NULL,"1",NULL,"0","0",NULL,NULL,NULL,"0","1","0","1",NULL,"0",NULL,NULL,"2","2","2","2","2",NULL,NULL,"2","2","2","2",NULL,NULL,"0",NULL,"1",NULL,"0","0",NULL,NULL,NULL,"0","1","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,"2",NULL,NULL,"0","3",NULL,NULL,NULL,NULL,"2","2","3","2","3","2",NULL,NULL,"3","2",NULL,NULL
"710","m","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1",NULL,"1","1",NULL,"1",NULL,NULL,NULL,"0","1",NULL,NULL,NULL,NULL,NULL,"1","1","4","1","4","3","4","4","1","1","4","3","0","1","1",NULL,"1","1",NULL,"1",NULL,NULL,NULL,"0","1",NULL,NULL,NULL,NULL,NULL,"4","3","1","2","1",NULL,NULL,"2","3","1",NULL,"1",NULL,NULL,NULL,NULL,"0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"712","m","0","1","0","0","0","1","0","1","1","0","1","1",NULL,NULL,"0",NULL,"0",NULL,"1","0","0","1","0","0","1",NULL,"0",NULL,NULL,NULL,"1","1","1","1","1","1","1","1","1","1","2","3",NULL,NULL,"0",NULL,"0",NULL,"1","0","0","1","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4",NULL,NULL,"2",NULL,NULL,"1","3","2","3","3","2","2","2",NULL,NULL,"3","2",NULL,NULL,NULL,NULL,NULL,NULL
"714","m","0","1","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","0","0","0",NULL,"1","0","1","1","0",NULL,"0","0",NULL,"1","1","1","1","1","1","1","1","1","3","1","1","0","0","0","0","1","0","0","0",NULL,"1","0","1","1","0",NULL,"0","0",NULL,"3","3","2","0","2","3","2","2","3","2","0","0",NULL,"3","3","2","2","2","4","1",NULL,NULL,"3","1","3","2",NULL,NULL
"715","m","1","1","0","1","0","0","1","0","1","0","1","1","0","0","0",NULL,"0","0","0","1","1","0","0","0","0","1","0","0","0","0","2","2","4","4","2","2","2","2","2","1","2","2","0","0","0",NULL,"0","0","0","1","1","0","0","0","0","1","0","0","0","0","4","3","1","4","4",NULL,NULL,"4","1","3","4","2","4","2","2","3","1","1","1","4","3","1","0","0","0","0","0","0"
"717","f","1","1","1","1","0","0","0","1","1","0","1","1","0","0","0",NULL,"0","1","1","1","0","1","0","1","0","0",NULL,"1",NULL,"1","2","2","2","2","3","3","2","3","2","3","2","3","0","0","0",NULL,"0","1","1","1","0","1","0","1","0","0",NULL,"1",NULL,"1","3","3","2","3","2",NULL,NULL,"2","3","2","2","3","0","3","3","2","2","2","2","3",NULL,NULL,"3","2",NULL,NULL,"3","2"
"721","f","0","1","1","1","1","1","1","0","1","1","1","1","0","1","1",NULL,"1","0",NULL,"1","1","1","0","1","1","0","0","1",NULL,NULL,"2","1","1","1","2","1","1","1","2","3","1","1","0","1","1",NULL,"1","0",NULL,"1","1","1","0","1","1","0","0","1",NULL,NULL,"4","3","2","2","2",NULL,NULL,"2","2","1",NULL,"3","2","1","2","3","1","2","2","3","3","2","3","2",NULL,NULL,NULL,NULL
"722","f","1","1","1","0","1","1","1","0","1","0","1","1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0","0","1","2","1","1","1","0","2","1","1","1","1","2","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","0","0","4","3","1","1","1","3","1","1","3","1","2","0","2","2","3","2","1","1","3","2","3","2","3","1","3","1","3","2"
"724","m",NULL,"1","1","1","0","1",NULL,NULL,"0","0","0","0","0","1","0",NULL,"0","0","0","0",NULL,NULL,NULL,"1","0","0",NULL,NULL,"0","0",NULL,"1","1","1","1","1",NULL,NULL,"0","0","1","0","0","1","0",NULL,"0","0","0","0",NULL,NULL,NULL,"1","0","0",NULL,NULL,"0","0","1","3","4","4","4",NULL,NULL,"4","1","3","0","4",NULL,NULL,NULL,NULL,"0","0","1","3",NULL,NULL,NULL,NULL,"1","3","1","3"
"725","m","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","2","1","1","1","1","1","1","1","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","1","3","2","1","1","1","1","2","3","1","2","1","1","1","1","2","1","2","1","1","1","2","2","1","1","1","2","1"
"727","f","1","0","0","1","0","1","0","0","1","1","1","0","0",NULL,NULL,NULL,"1","0",NULL,"0",NULL,NULL,NULL,NULL,"1",NULL,"1","0",NULL,"0","2","2","2","2","2","3","2","2","2","3","2","0","0",NULL,NULL,NULL,"1","0",NULL,"0",NULL,NULL,NULL,NULL,"1",NULL,"1","0",NULL,"0","2","3","2",NULL,NULL,NULL,NULL,"2","3","1",NULL,"2",NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,"2","3","2","3",NULL,NULL,"2","3"
"729","f","0","1","0","1","1","1","0","1","1","1","1","1",NULL,"0","0","1","1",NULL,"0","1","1","0","0","0","1","0","1","0","0","0","1","2","2","1","1","3","4","1","1","3","2","1",NULL,"0","0","1","1",NULL,"0","1","1","0","0","0","1","0","1","0","0","0",NULL,NULL,NULL,"2","2","3","2","2",NULL,NULL,"0","3","3","3","1","3","0","2","1","3","2","2","3","4","3","4","3","4"
"732","m","0","0","1","1","0","1","0","1","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","1","2","2","2","2","3","2","2","1","1","2","1","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","4","3","2","4","2","3","2","4","3","2","4","4","4","1","3","2","1","1","0","0","3","2","3","2","3","2","3","2"
"733","f","1","1","1","1","1","1","1","0","1","0","1","1","1",NULL,NULL,NULL,"0","0",NULL,"0","0","0","0","0","1",NULL,NULL,"0","0",NULL,"2","2","2","2","2","2","2","4","2","0","2","3","1",NULL,NULL,NULL,"0","0",NULL,"0","0","0","0","0","1",NULL,NULL,"0","0",NULL,"4","3","2",NULL,NULL,NULL,NULL,"2","3","2",NULL,"2","0","0","0","0","0","2",NULL,NULL,NULL,NULL,"3","1","3","1",NULL,NULL
"736","m","0","1","1","1","0","0","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","1","3","4","4","1","0","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4","2","2","4","2","2","0","0","0","3","2","0","1","3","1","3","4","3","2","3","2","1","2"
"737","f","0","1","1","1","1","0","1","0","1","1","1","0","0","0","1","1","0","0","0","0","1","1","1","1","1","0","0","0","0","0","1","1","4","1","4","1","4","4","2","3","1","0","0","0","1","1","0","0","0","0","1","1","1","1","1","0","0","0","0","0","4","3","2","4","2","1","2","4","1","3","3","0","3","3","3","2","1","4","1","3","0","0","2","3","1","3","1","3"
"738","f","0","0",NULL,"0","1","0",NULL,NULL,"1",NULL,"0",NULL,"0","0",NULL,NULL,"0",NULL,NULL,"0",NULL,"1",NULL,"1","0","0","1","1",NULL,"1","4","4",NULL,"4","4","4",NULL,NULL,"4",NULL,"4",NULL,"0","0",NULL,NULL,"0",NULL,NULL,"0",NULL,"1",NULL,"1","0","0","1","1",NULL,"1","4","3","1","4",NULL,NULL,NULL,"0",NULL,NULL,NULL,"4",NULL,"3",NULL,NULL,"1","2","1","3","1","3","3","2",NULL,NULL,"1","3"
"739","m","0","1","0","1","1","1","1","1","1","1","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","1","1","4","4","3","2","1","1","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"743","f","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","1","1","0","1","1","0","1","0","0","0","1","2","2","1","2","3","1","1","1","0","2","2","1","1","0","1","0","1","0","0","1","1","0","1","1","0","1","0","0","0","4","3","4","1","1","2","3","1","1","4","1","3","1","1","2","3","1","4","2","2","2","1","2","4","2","3","2","3"
"744","f","0","1","1","1","1","1",NULL,"1","1","0","1","0","0","0","0",NULL,"0","0","1","0","0","0",NULL,"0","0","0",NULL,"0","0","1","2","1","4","2","4","3",NULL,"2","1","4","3","0","0","0","0",NULL,"0","0","1","0","0","0",NULL,"0","0","0",NULL,"0","0","1","2","4","2","4","2",NULL,NULL,"2","2","3","2","0","0","3",NULL,NULL,"0","4","2","1",NULL,NULL,"2","3","2","3","1","2"
"745","f","1","1","1","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","1","1","1","1","1","4","4","1","0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","4","3","1","4","2","3","1","4","3","1","0","0","4","3","3","2","2","2","3","4","2","1","2","4","3","1","3","4"
"749","f","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","1","0","1","0","0","1","0","1","1","1","1","2","2","2","2","2","3","2","2","2","3","2","2","1","1","1","0","1","1","0","1","0","1","0","0","1","0","1","1","1","1","2","1","3","2","2","2","1","2","1","2","2","3","2","3","3","2","0","2","1","2","2","3","3","2","3","2","3","2"
"750","f","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","1","1","0","1","0","0","0","1","1","4","1","4","2","4","4","4","3","4","3","0","1","1","0","1","0","0","1","0","0","0","1","1","0","1","0","0","0","4","3","2","1","1","3","2","1","3","2","1","3","1","0","3","2","1","2","3","2","3","2","3","2","3","2","3","2"
"751","m","1","1","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","1","2","4","2","4","3","4","4","1","3","4","2","0","1","0","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","3","1","2","2","1","2","2","4","2","3","2","3","0","3","4","3","0","2","2","3","2","2","2","3","2","2","2","3"
"756","m","0","1","1","1","1","0",NULL,"0","1","0","1","1",NULL,"0","1","0","1",NULL,"0","0","0","1","0","1","1","0",NULL,"0",NULL,"0","1","1","1","1","4","3",NULL,"1","1","3","1","1",NULL,"0","1","0","1",NULL,"0","0","0","1","0","1","1","0",NULL,"0",NULL,"0",NULL,NULL,NULL,"4","3","4","3","4",NULL,NULL,"0","0","0","4","2","3","4","4","4","1",NULL,NULL,"0","0",NULL,NULL,"1","3"
"757","f","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","3","1","1","2","1","1","2","3","1","4","3","3","3","2","3","1","2","2","3","3","1","2","4","2","4","1","4"
"761","f","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"762","f","0","1","0","1","1","0","1","1","1","1","1","1",NULL,"0","0","0","0",NULL,NULL,"0","0","0",NULL,"1","0",NULL,NULL,"0","0","0","4","4","4","4","4","4","4","4","4","4","4","4",NULL,"0","0","0","0",NULL,NULL,"0","0","0",NULL,"1","0",NULL,NULL,"0","0","0",NULL,NULL,NULL,"4","1","0","0","4",NULL,NULL,NULL,"0","4","0",NULL,NULL,"4","1",NULL,NULL,NULL,NULL,"2","1","0","0","2","1"
"763","f","0","1","1","1","0","0","0","0","1","1","1","1","0","0","1","0","1","0","1","1","0","1","0","1","1","0","0","1","1","0","1","2","2","2","2","2","2","2","2","3","2","2","0","0","1","0","1","0","1","1","0","1","0","1","1","0","0","1","1","0","1","3","1","2","2","3","2","2","3","1","2","2","1","2","1","2","1","1","1","3","3","2","2","3","2","3","2","3"
"764","m","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","4","4","4","4","4","3","1","1","1","1","4","4","1","0","0","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","4","1","3","4","3","3","2","4","3","1","4","2","4","2","2","3","1","1","1","3","3","2","3","2","3","1","1","2"
"765","f","0","1","0","1","1","1","1","1","1","1","1","1","1",NULL,"0",NULL,"0","1",NULL,"0","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,"1","1","4","1","1","1","4","1","4","1","3","1","1",NULL,"0",NULL,"0","1",NULL,"0","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,"4","3","1",NULL,"1",NULL,NULL,"2","1","1",NULL,"2","1","3","2","1","4","1",NULL,NULL,"2","1",NULL,NULL,NULL,NULL,NULL,NULL
"769","f","0","1","0","1","1","1","0","0","1","0","1","1","0","1","0",NULL,"0","0","0","1",NULL,"0","0","1","1",NULL,"0",NULL,"0",NULL,"2","2","4","2","3","3","0","2","2","0","2","2","0","1","0",NULL,"0","0","0","1",NULL,"0","0","1","1",NULL,"0",NULL,"0",NULL,"4","3","2","2","2",NULL,NULL,"2","3","2","2","2",NULL,"2","3","2","2","2",NULL,NULL,"3","2",NULL,NULL,"3","2",NULL,NULL
"770","f","0","1","0","1","0","1","1","0","1","0","1","1","1","0","0","1","1","1","0","0","1","1","0","1","1","0","0","1","1","1","2","2","2","2","2","3","4","2","1","0","2","4","1","0","0","1","1","1","0","0","1","1","0","1","1","0","0","1","1","1","4","3","2","0","2","2","2","2","3","2","4","0","2","3","2","3","2","2","2","3","2","2","3","2","3","2","3","2"
"772","m","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"773","f","1","1","0","1","0","0",NULL,"0","1",NULL,"1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","3","4","3","3","3","0",NULL,"2","4",NULL,"2","1","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","4","3","2","2","2","4","2","2","3","2","2","2","4","2","3","2","2","2","3","2","3","2","3","2","3","2","3","2"
"774","m","1","1","1","1","0","1","1","0","1","1","1","1","0","0","0",NULL,"1","0","1","0","1","0","1","1","1","1","0","1","0","1","1","1","0","4","0","0","0","1","0","4","1","0","0","0","0",NULL,"1","0","1","0","1","0","1","1","1","1","0","1","0","1","4","3","1","4","1",NULL,NULL,"4","3","1","4","0","1","0","2","2","1","2","3","2","2","3","3","1","4","3","4","2"
"776","f","0","1","1","1",NULL,"1",NULL,"1","1","1","0","0","0",NULL,"0","1","1","0",NULL,"0","0","1","0","1","1","0",NULL,NULL,"0",NULL,"2","2","2","2",NULL,"3",NULL,"2","1","3","2","2","0",NULL,"0","1","1","0",NULL,"0","0","1","0","1","1","0",NULL,NULL,"0",NULL,"4","3","2",NULL,"2","1","1","2","1","3",NULL,"2","1","2","1","2","2","2","2","2",NULL,NULL,NULL,NULL,"0","0",NULL,NULL
"781","f",NULL,"1",NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL,NULL,"1",NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"938","f","0","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","0","0","1","1","0","1","1","1","0","1","1","2","2","2","2","2","2","2","4","2","2","1","1","0","0","1","1","0","0","1","0","0","1","1","0","1","1","1","0","1","3","2","2","1","3","2","2","3","2","2","2","3","0","1","3","2","2","2","3","3","2","2","1","2","1","3","1"
"939","f","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","0","1","1","1","0","0","1","1","0","1","0","0","0","1","1","0","1","1","3","2","1","1","3","2","0","0","1","1","1","1","0","1","1","1","0","0","1","1","0","1","0","0","0","4","3","2","1","2","3","2","2","3","2","2","3","2","3","3","2","1","2","4","2","3","1","3","1","3","1","3","2"
"942","f","0","1","0","1","1","1","1","1","1","1","1","0",NULL,"0","0","0","1",NULL,"0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0",NULL,"0","0","0","1",NULL,"0","0","0","0","0","0","1","0","0","0","0","0",NULL,NULL,NULL,"0","0","3","2","2",NULL,NULL,"0","2","0","2","3","2","1","4","3","2","3","2","2","1","2","1","3","2"
"944","f","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"945","f","0","1","0","1","0","1","0","0","1","0","0",NULL,"0","0","0","0","0","0","0","0","0","0",NULL,"1","1","0","0",NULL,"0","0","0","1","2","2","0","3","0","1","1","3","0",NULL,"0","0","0","0","0","0","0","0","0","0",NULL,"1","1","0","0",NULL,"0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0",NULL,NULL,"1","1","0","0","3","2",NULL,NULL,"2","2","0","0"
"946","m","1","1","1","1",NULL,"0",NULL,"0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1","0","0","1","0","1","1","4","2","4",NULL,"2",NULL,"2","2","2","2","3","0","1","0","0","1","1","0","0","1","1","1","1","1","0","0","1","0","1","2","2","4","4","4","1","3","4","2","3","4","4","4","2","2","3","2","4","2","3","3","1","2","3","2","3","2","4"
"947","m","0","1","0","1",NULL,"1",NULL,"1","1","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","1","1","0","0","0","0","3","2","4","1",NULL,"2",NULL,"2","1","2","2","0","0","0","1","0","1","0","0","1","0","0","1","1","1","1","0","0","0","0","3","3","2","2","2","3","2","2","3","2","0","4","2","0","3","2","2","2","3","2","3","2","2","1","3","2","3","2"
"949","f","0","1","1","1",NULL,"1",NULL,"0","1","1","0","1","1","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","1","0","3","2","2","2",NULL,"2",NULL,"2","2","3","2","2","1","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","1","0","1","1","4","2","2","3","2","2","3","2","0","2","2","1","2","3","2","4","3","2","3","2","3","2","3","2","3","2"
"950","m","1","1","0","1","0","0","0","0","0","0","0","1",NULL,"0","1",NULL,"1",NULL,"0","0","0","0","0","1","0","0",NULL,"1","0","0","1","4","2","4","4","2","1","4","2","4","2","3",NULL,"0","1",NULL,"1",NULL,"0","0","0","0","0","1","0","0",NULL,"1","0","0",NULL,NULL,NULL,"2","2",NULL,NULL,"2",NULL,NULL,"2","0","1","0","3","2","1","4","2","3",NULL,NULL,"3","2","2","2","3","2"
"951","f","0","1","0","1","0","0","0","0","0","0","1","0",NULL,NULL,"0","1","0",NULL,"0","1",NULL,NULL,NULL,"1","0","1",NULL,"1",NULL,"0","0","2","2","1","1","2","1","1","1","1","2","0",NULL,NULL,"0","1","0",NULL,"0","1",NULL,NULL,NULL,"1","0","1",NULL,"1",NULL,"0",NULL,NULL,NULL,NULL,"1","3","1","4",NULL,NULL,"2","2",NULL,NULL,NULL,NULL,"4","1","3","1",NULL,NULL,"2","3",NULL,NULL,"1","4"
"952","f","1","1","0","1","1","1","1","1","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","1","4","4","4","0","4","1","3","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"953","f","1","1","1","1","0","1","1","0","1","0","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","1","0","1","1","4","4","1","4","0","0","4","1","2","4","4","3","0","1","1","0","0","1","0","0","0","0","0","1","1","0","1","0","1","1","4","3","1","4","1","3","1","4","3","1","1","4","0","1","3","1","1","1","4","2","3","1","3","1","3","1","1","4"
"954","f","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","1","0",NULL,NULL,"1","1",NULL,"0",NULL,"1",NULL,"1","1",NULL,NULL,NULL,NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","2","1","0",NULL,NULL,"1","1",NULL,"0",NULL,"1",NULL,"1","1",NULL,NULL,NULL,NULL,NULL,"4","3","1","2",NULL,NULL,NULL,"2","3","1",NULL,"0",NULL,"2",NULL,NULL,"1","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"958","f","0","1","1","1","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","1",NULL,"0",NULL,"1","0","0","0","0","0","0","0","1","1","1","1","1","4","1","1","0","4","1","0","0","0","0","0","0","0","1",NULL,"0",NULL,"1","0","0","0","0","0","0","3","3","2","2","1","1","3","2","3","1","0","2",NULL,"3",NULL,NULL,"1","1","2","3","2","3","2","1","3","2","1","2"
"960","f","1","1","1","1","0","1","1","1","1","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","0","1","1","1","4","4","1","4","0","2","2","1","4","3","2","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","0","1","1","4","3","1","2","0","3","2","2","1","2","2","0","2","4","3","2","1","2","1","2","3","1","3","2","2","2","1","2"
"961","m","0","1","0","1","1","0","1","0","1","1","0","0",NULL,"0","0","0","0",NULL,"0","0","0","0","0","0","1","0","0","0","0",NULL,"0","1","4","1","1","2","1","1","2","0","2","0",NULL,"0","0","0","0",NULL,"0","0","0","0","0","0","1","0","0","0","0",NULL,NULL,NULL,NULL,"4","1","2","3","2",NULL,NULL,"1","0","0","0","3","2","0","2","2","4","2","4","2","4","2","4",NULL,NULL
"966","m","1","1","1","1","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","2","2","1","0","0","2","1","4","1","0","0","1","0","1","0","0","0","0","1","1","1","1","1","1","0","1","1","1","2","2","4","4","1","1","1","1","1","3","4","2","4","1","1","2","1","1","2","3","1","3","1","4","1","4","1","4"
"968","f","1","1","1","1","1","0","1","1","1","1","0","1","0","0","0",NULL,"0","0",NULL,"0",NULL,"0",NULL,"1","0","0",NULL,"0","0",NULL,"4","4","4","4","4","0","4","2","3","3","4","1","0","0","0",NULL,"0","0",NULL,"0",NULL,"0",NULL,"1","0","0",NULL,"0","0",NULL,"3","3","2","3","0",NULL,NULL,"0","3","2",NULL,"0",NULL,"0",NULL,NULL,"2","0","0","0",NULL,NULL,"0","0","3","2",NULL,NULL
"969","f","1","1","1","1","0","0","0","1","0","0","1","1","1","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","1","0","4","2","4","1","4","4","0","4","2","3","0","4","1","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","1","0","4","3","1","4","1","3","1","4","3","1","1","4","1","1","3","1","1","1","1","1","3","1","2","1","2","1","1","4"
